lat,lon,depth,starttime,energy,duration 
44.46008545783514,-123.56728431974724,20.000000000000004,2021-04-20 07:35:00,161896.81239304948,300.0
44.44912228701676,-123.56889288483984,20.0,2021-04-20 07:37:30,70321.57206006252,150.0
44.54153734797768,-123.54498070705714,20.0,2021-04-20 07:40:00,53291.09135686607,150.0
44.49633311897466,-123.5090466833518,33.84615384615384,2021-04-20 07:42:30,46075.431428180185,150.0
44.49074023910657,-123.48406330093007,20.0,2021-04-20 07:45:00,50687.19418938326,150.0
44.54119138822018,-123.60185793144817,42.85714285714285,2021-04-20 07:47:30,130798.356375085,150.0
44.54210500779951,-123.6017241997492,28.96551724137931,2021-04-20 07:50:00,193267.8265467341,150.0
44.49141880970709,-123.4929965608441,20.0,2021-04-20 07:52:30,228903.33577219828,150.0
44.53350007478026,-123.59781854750602,20.0,2021-04-20 07:55:00,276790.4922897081,150.0
44.54773545566796,-123.59056706902123,33.84615384615385,2021-04-20 07:57:30,254281.61629511425,150.0
44.44998768302686,-123.53136911736736,28.27586206896552,2021-04-20 08:02:30,138171.44374693852,300.0
44.451911127345966,-123.55687779261446,20.0,2021-04-20 08:05:00,161952.98575830343,150.0
44.480857062638975,-123.54875243608213,20.0,2021-04-20 08:07:30,222455.4795933848,150.0
44.479221381223546,-123.5270593426222,20.0,2021-04-20 08:10:00,204599.3760381972,150.0
44.42692145513044,-123.729388995519,40.40816326530612,2021-04-20 08:12:30,186062.308632468,150.0
44.5902394518366,-123.59079546138062,32.30769230769231,2021-04-20 08:20:00,137206.90488792758,300.0
44.589742981521134,-123.3892032535474,46.15384615384615,2021-04-20 08:30:00,53087.45232903989,150.0
44.59966487923698,-123.51960043113657,41.224489795918366,2021-04-20 08:32:30,79647.84739060634,150.0
44.57108649520947,-123.38746953557698,20.0,2021-04-20 08:35:00,89807.68680432625,150.0
44.542946490664,-123.46598161355656,60.0,2021-04-20 08:50:00,83167.10921413687,300.0
44.53607849194243,-123.42437937426658,47.69230769230769,2021-04-20 08:52:30,53382.11298701125,150.0
44.57728728148727,-123.4802586183562,44.48979591836734,2021-04-20 08:55:00,68823.58875599282,150.0
44.53490590380335,-123.40905485538602,36.326530612244895,2021-04-20 08:57:30,60415.312337903866,150.0
44.48253570505842,-123.221997396925,57.241379310344826,2021-04-20 09:00:00,46228.63550634828,150.0
44.56287280373355,-123.22567274945412,33.07692307692308,2021-04-20 09:05:00,24641.5590507694,150.0
44.524726587091656,-123.42090967555605,38.77551020408163,2021-04-20 09:07:30,24362.19077762904,150.0
44.48799974368799,-123.48446964720851,37.95918367346938,2021-04-20 09:10:00,19942.303722722976,150.0
44.57938796427619,-123.45926588695718,21.379310344827587,2021-04-20 09:15:00,38574.53641140609,300.0
44.58001018534739,-123.45529544490644,20.0,2021-04-20 09:17:30,18580.28733021439,150.0
44.577909542312106,-123.47628873101826,36.326530612244895,2021-04-20 09:22:30,43508.70215645501,300.0
44.57307030937146,-123.33396720525715,23.448275862068968,2021-04-20 09:25:00,24956.405675929003,150.0
44.57274642683629,-123.40855696474348,37.95918367346938,2021-04-20 09:30:00,34771.58687598941,150.0
44.43876607805797,-123.4324488891604,20.0,2021-04-20 09:35:00,39035.37733914566,150.0
44.446892002156645,-123.490560421721,20.0,2021-04-20 09:37:30,59701.01781595847,150.0
44.4102122975782,-123.50629820749003,20.0,2021-04-20 09:40:00,62833.04589359378,150.0
44.470713367750434,-123.65988564342226,48.46153846153847,2021-04-20 09:42:30,76547.84670302243,150.0
44.46394250600721,-123.73050598797786,20.0,2021-04-20 11:52:30,100320.03236641231,300.0
44.59403272051477,-123.6044580654393,60.0,2021-04-20 11:55:00,61450.21542982312,150.0
44.40584714136194,-123.55848665626868,46.92307692307692,2021-04-20 12:02:30,87732.92752706299,300.0
44.42632416340087,-123.87250651689487,41.22448979591837,2021-04-20 12:22:30,73537.86828109913,300.0
44.56164152199855,-123.9308094358122,60.0,2021-04-20 12:25:00,48972.2111788557,150.0
44.46572988100251,-123.7547499709645,28.96551724137931,2021-04-20 12:27:30,36484.41731202431,150.0
44.50672864969992,-123.7346658182566,40.40816326530612,2021-04-20 12:40:00,80847.3946322148,150.0
44.50715428142488,-123.59134844212322,20.0,2021-04-20 12:42:30,52151.99046542514,150.0
44.44285049010517,-123.48600079061308,60.0,2021-04-20 15:10:00,209834.81684534668,300.0
44.44758362014451,-123.54848720486386,51.72413793103447,2021-04-20 15:15:00,275120.852695621,300.0
44.41051121846351,-123.55909067958598,60.0,2021-04-20 15:17:30,87057.91608498295,150.0
44.49475556864425,-123.7350996795046,44.48979591836734,2021-04-20 15:35:00,112837.71886188924,150.0
44.4108956585207,-123.56418887347854,20.0,2021-04-20 15:40:00,198835.03668708424,300.0
44.51592165691986,-123.7591545175288,60.0,2021-04-20 15:42:30,165274.34939077968,150.0
44.41548728168941,-123.47845279140758,37.95918367346938,2021-04-20 15:47:30,127316.44734350154,300.0
44.51570551966437,-123.60687814928444,46.15384615384615,2021-04-20 16:07:30,346338.5459302238,300.0
44.56667869207592,-123.94947130599208,54.48275862068967,2021-04-20 16:10:00,321626.44884915743,300.0
44.53261754613202,-123.63539346691714,20.0,2021-04-20 16:57:30,308219.6873695007,300.0
44.50474416938833,-123.67042794878137,25.51724137931034,2021-04-20 17:15:00,369246.88123172487,300.0
44.4623512240335,-123.80938979592344,54.48275862068967,2021-04-20 17:17:30,194607.59966112877,150.0
44.59823102179797,-123.56790153102986,34.69387755102041,2021-04-20 17:22:30,303272.7966330145,300.0
44.553703896816266,-123.65815194818316,35.38461538461539,2021-04-20 17:57:30,176233.895001073,300.0
44.55228128870299,-123.80171227003488,60.0,2021-04-21 08:25:00,201492.27526473845,300.0
44.40647242129028,-123.55452914157354,29.795918367346943,2021-04-21 08:42:30,204202.07340428905,150.0
44.48524173064104,-123.95960093255208,34.69387755102041,2021-04-21 09:10:00,131530.97506968086,300.0
44.50213830465153,-123.62305695976,32.30769230769231,2021-04-21 09:12:30,155046.51614410986,300.0
44.53728616124221,-123.798691900679,48.46153846153846,2021-04-21 09:15:00,102049.71169896131,150.0
44.447356274486914,-123.8063723647398,60.0,2021-04-21 09:30:00,169690.4917435827,300.0
44.54709404558559,-123.6810678037082,45.38461538461538,2021-04-21 10:05:00,232875.2346253632,300.0
44.46567848417625,-123.69156823004792,33.84615384615385,2021-04-21 10:07:30,146971.28871225927,150.0
44.50559905186633,-123.71934292375292,37.14285714285714,2021-04-21 10:10:00,146306.20989894948,150.0
44.51012890920761,-123.74320985518985,40.40816326530612,2021-04-21 10:12:30,142119.27285209528,150.0
44.49705068915564,-123.60444236830313,20.0,2021-04-21 10:17:30,170370.00852594143,300.0
44.553549491475785,-123.66850736936932,20.0,2021-04-21 10:20:00,120470.08923469637,150.0
44.46234187611402,-123.70881438882932,60.0,2021-04-21 10:25:00,226616.36667818532,300.0
44.54519158296748,-123.54444229759632,22.068965517241377,2021-04-21 10:32:30,250508.53104303463,300.0
44.5916421027137,-123.57297170193624,60.0,2021-04-21 10:35:00,154650.39595220398,150.0
44.567068277891096,-123.78926492116872,37.95918367346938,2021-04-21 10:37:30,209653.1365345666,150.0
44.49733729251681,-123.6082719245546,20.0,2021-04-21 10:40:00,154890.19838226514,150.0
44.440691497480216,-123.6165433951242,20.0,2021-04-21 10:45:00,253030.345659796,300.0
44.5369856923085,-123.84520971891598,60.0,2021-04-21 10:52:30,264263.2717277065,300.0
44.55947239381885,-123.73610616097464,45.30612244897959,2021-04-21 10:55:00,99698.98949676524,150.0
44.49946318683496,-123.58731222273695,20.0,2021-04-21 11:10:00,170488.02780326773,300.0
44.467187258161246,-123.61267659595438,35.38461538461538,2021-04-21 11:12:30,84430.72817396389,150.0
44.46506947035015,-123.2349884688264,37.95918367346938,2021-04-21 11:15:00,87208.53877641383,300.0
44.50017373087461,-123.609147899202,60.0,2021-04-21 11:20:00,34047.76663464327,150.0
44.406024743429725,-123.10732632539003,46.92307692307693,2021-04-21 12:22:30,20071.18054004224,150.0
44.556978955687526,-123.65250889907696,60.0,2021-04-22 04:52:30,93782.50461518792,300.0
44.40647242129028,-123.55452914157354,60.0,2021-04-22 05:02:30,40908.3024006313,300.0
44.44882942336779,-123.5160651086996,53.10344827586208,2021-04-22 05:22:30,164914.072391658,300.0
44.42395735185827,-123.49266687592775,60.0,2021-04-22 09:47:30,83274.6684677151,300.0
44.485483865730615,-123.41515585293182,20.0,2021-04-22 15:50:00,353680.8395748619,300.0
44.46805478056898,-123.77375908485854,20.0,2021-04-22 16:05:00,579424.7880781342,300.0
44.40507360162653,-123.59725481544544,51.72413793103448,2021-04-22 16:07:30,123218.04072754126,150.0
44.43597733784108,-123.96778363304456,27.58620689655172,2021-04-22 19:50:00,70487.36230229338,150.0
44.521982503551214,-123.99574427467408,60.0,2021-04-22 20:10:00,132994.20246912658,300.0
44.459830454174266,-123.7749369389276,53.46938775510204,2021-04-22 20:27:30,127639.54626558942,300.0
44.565935039162895,-123.92633091880786,60.0,2021-04-22 20:37:30,381530.83194918535,300.0
44.496629001277526,-123.56191728387807,20.0,2021-04-22 20:40:00,263736.6080099177,300.0
44.53200183862372,-123.61482423012164,44.61538461538462,2021-04-22 20:42:30,154009.31259355208,150.0
44.54614191424999,-123.6062995398302,57.93103448275863,2021-04-22 20:50:00,393951.8943260845,300.0
44.48430574330274,-123.4359800897683,20.0,2021-04-22 20:52:30,192531.2257174377,150.0
44.56443001850082,-123.86713633423768,60.0,2021-04-22 20:55:00,539228.7461183654,300.0
44.40367841303884,-123.51757150191568,20.0,2021-04-22 20:57:30,185725.7759550649,300.0
44.570791226661576,-123.9940951070237,57.93103448275862,2021-04-22 21:02:30,327795.07553792425,300.0
44.49311601904877,-123.66308298964508,35.51020408163265,2021-04-22 21:05:00,250788.20449110185,300.0
44.531620890336335,-123.67169174193768,34.61538461538462,2021-04-22 21:40:00,201578.1581160423,300.0
44.46904904859528,-123.68721173714606,20.0,2021-04-22 21:42:30,106650.30137325116,150.0
44.42663939613154,-123.72556336433136,55.17241379310345,2021-04-23 07:52:30,23516.29229230692,150.0
44.429009122435154,-123.4983647423041,42.85714285714286,2021-04-23 08:00:00,31423.25477958539,150.0
44.57418682557864,-123.73527840482164,34.61538461538462,2021-04-24 14:17:30,155844.06818382384,150.0
44.55204218649222,-123.68551633672436,33.846153846153854,2021-04-24 14:20:00,132593.47455178155,150.0
44.501718568154,-123.66699550469176,20.0,2021-04-24 14:25:00,84901.6588148711,150.0
44.58681945307919,-123.60680667155194,60.0,2021-04-24 14:42:30,132654.50687401596,150.0
44.447487453465,-123.54721184986536,20.0,2021-04-24 15:15:00,108785.33159580114,300.0
44.40017424184793,-123.375051245403,27.58620689655172,2021-04-25 01:12:30,53760.41168183334,300.0
44.47036459178159,-123.85595775165363,60.0,2021-04-25 01:32:30,148254.19446227668,300.0
44.41595796916882,-123.6935997356748,25.51724137931034,2021-04-25 22:55:00,26453.83091666449,150.0
44.44057637481664,-123.86533563168597,46.15384615384615,2021-04-25 22:57:30,35606.333069121814,150.0
44.42956414284183,-123.93002924492144,46.92307692307692,2021-04-25 23:00:00,22159.069356998385,150.0
44.49904663426547,-123.69319094493882,33.07692307692307,2021-04-25 23:30:00,60200.02450691555,300.0
44.43255108183398,-123.75564426657138,20.0,2021-04-25 23:32:30,27361.08765222237,150.0
44.40852013855694,-123.68050214569584,35.51020408163265,2021-04-25 23:45:00,12578.447534230623,150.0
44.45380998606973,-123.63139218050485,43.84615384615384,2021-04-26 00:10:00,96204.73026679637,300.0
44.41761877388797,-123.60444287851206,44.61538461538461,2021-04-26 00:15:00,32818.70864267194,150.0
44.4151091386198,-123.620273331053,35.38461538461539,2021-04-26 00:22:30,213956.4360497228,300.0
44.41281785880667,-123.5896798429414,44.48979591836734,2021-04-26 00:32:30,47072.25394962484,150.0
44.40277149488762,-123.76506703918368,55.86206896551724,2021-04-26 00:37:30,141090.28368002168,150.0
44.44291958327336,-123.54788375905252,44.48979591836734,2021-04-26 00:45:00,129530.6715015486,300.0
44.46667944228111,-123.65531214303329,60.0,2021-04-26 00:47:30,157262.86756631228,300.0
44.59210858737999,-123.57807236266596,33.84615384615385,2021-04-26 01:25:00,84708.20773858628,300.0
44.42083336750423,-123.74701628525634,20.6896551724138,2021-04-26 01:32:30,77957.43433264185,150.0
44.45342811572233,-123.62628997185502,21.37931034482759,2021-04-26 02:45:00,51933.948728583535,300.0
44.5388075237918,-123.46013861588354,20.0,2021-04-26 03:22:30,61334.26486699863,300.0
44.50815165439292,-123.61701693360362,20.0,2021-04-26 06:12:30,22730.927361167694,300.0
44.53306744834529,-123.74120094705032,60.0,2021-04-26 06:50:00,63291.93108980994,300.0
44.43655023323885,-123.8607506479996,60.0,2021-04-26 07:15:00,61696.69264527198,300.0
44.4140638373564,-123.66810291426906,20.0,2021-04-26 07:22:30,27496.35016145685,150.0
44.44558700438065,-123.63258991611414,20.0,2021-04-26 07:32:30,50408.636123616205,300.0
44.455691734897805,-123.61951243379832,24.13793103448276,2021-04-26 07:35:00,14860.933104024263,150.0
44.40554780184559,-123.5056983305386,20.689655172413797,2021-04-26 07:37:30,20852.122853931975,150.0
44.45551746999415,-123.56795455520248,36.326530612244895,2021-04-26 07:45:00,29546.86614686951,300.0
44.44107815353087,-123.9232572604296,45.38461538461539,2021-04-26 07:55:00,59875.56404040829,300.0
44.46690704668919,-123.87192043536052,44.61538461538462,2021-04-26 07:57:30,27354.482651280134,150.0
44.47818275667888,-123.9128792706722,55.172413793103445,2021-04-26 08:02:30,45517.03691521062,300.0
44.45931599152447,-123.55707958942668,53.103448275862064,2021-04-26 08:27:30,32838.27924333957,300.0
44.47602734744997,-123.4849546166351,60.0,2021-04-26 08:42:30,21571.2197512078,300.0
44.40823210336377,-123.4318426815978,60.0,2021-04-26 10:25:00,113245.86428612158,300.0
44.44275362466756,-123.48472563497042,60.0,2021-04-26 10:27:30,55783.52866296942,150.0
44.48907916639995,-123.5475420973372,55.172413793103445,2021-04-26 11:07:30,75710.87480351774,300.0
44.439196462295946,-123.48654209690083,46.15384615384616,2021-04-26 11:10:00,47453.695194531385,150.0
44.43003101386668,-123.17713416293142,20.0,2021-04-26 11:22:30,42228.07313685964,300.0
44.4942972886992,-123.48224524701916,43.67346938775511,2021-04-26 11:32:30,93583.86460064525,300.0
44.55216229293653,-123.7371592159584,20.0,2021-04-26 11:35:00,101991.48863320776,150.0
44.44309935153548,-123.50143774877785,36.326530612244895,2021-04-26 11:50:00,250320.65031257845,300.0
44.41455005978017,-123.5636528462796,20.0,2021-04-26 11:57:30,342285.6367090336,300.0
44.42176273573101,-123.56130600765316,22.068965517241377,2021-04-26 12:00:00,117472.70544147475,150.0
44.40041140351751,-123.52320720679496,53.793103448275865,2021-04-26 12:02:30,167473.56368999352,150.0
44.436091734397145,-123.5553343088319,47.692307692307686,2021-04-26 12:05:00,237959.62984769212,150.0
44.41531898403801,-123.573849862746,20.000000000000004,2021-04-26 12:07:30,268341.03415265155,150.0
44.41041510844921,-123.55781613111282,20.0,2021-04-26 12:10:00,330132.6558203429,150.0
44.40499312173016,-123.69518398741742,43.67346938775511,2021-04-26 12:15:00,311856.7997410939,150.0
44.41820446103964,-123.5631168190807,20.0,2021-04-26 12:17:30,383362.5297387889,300.0
44.44938703741053,-123.68360997462358,36.15384615384615,2021-04-26 12:25:00,252430.72714955048,150.0
44.49819710260032,-123.61976059330895,60.0,2021-04-26 12:27:30,262126.76370321703,150.0
44.49888123573599,-123.74095693835532,52.413793103448285,2021-04-26 12:30:00,387536.16952496656,150.0
44.45518051679944,-123.66213999076574,33.84615384615385,2021-04-26 12:40:00,281501.90552182443,150.0
44.45770527268278,-123.6836950833412,34.61538461538461,2021-04-26 12:42:30,609398.8329028168,300.0
44.42897331309753,-123.87084331543298,60.0,2021-04-26 12:45:00,275055.7820670465,150.0
44.577359699681104,-123.3798437755959,58.62068965517241,2021-04-26 12:47:30,237178.499252646,300.0
44.49850475077715,-123.73585001887515,44.61538461538462,2021-04-26 12:47:30,203145.44469767055,150.0
44.48489621941254,-123.55331908080794,20.0,2021-04-26 12:50:00,292246.5939916103,150.0
44.44472790645891,-123.62111154277596,32.30769230769231,2021-04-26 12:52:30,337109.1109129989,150.0
44.46088628468639,-123.67678685954289,31.53846153846154,2021-04-26 12:55:00,378008.2957701266,150.0
44.4898787703087,-123.61968446261244,24.13793103448276,2021-04-26 12:57:30,334693.8264859079,150.0
44.43520984654861,-123.43426837522628,60.00000000000001,2021-04-26 13:00:00,220052.62575586812,150.0
44.43958390155466,-123.49164240464626,46.92307692307693,2021-04-26 13:15:00,529033.7123608062,150.0
44.42800872501947,-123.40053005743452,52.41379310344828,2021-04-26 13:42:30,108836.15634749622,300.0
44.51281543174088,-123.61762688610324,32.30769230769231,2021-04-26 13:45:00,65523.57641060302,150.0
44.53680281820522,-123.48239408868524,43.07692307692308,2021-04-26 13:55:00,182746.20569625925,300.0
44.495136580963134,-123.52987304289664,20.0,2021-04-26 14:00:00,130104.44321183488,300.0
44.53579232032261,-123.48125251248617,34.61538461538461,2021-04-26 14:12:30,75260.01151924481,150.0
44.4494817935061,-123.68488554428106,20.0,2021-04-26 14:42:30,227539.92136402003,300.0
44.454050393048696,-123.68422417709225,33.87755102040816,2021-04-26 14:52:30,186659.68034745715,300.0
44.58553033662285,-123.52815308447104,39.59183673469388,2021-04-26 14:57:30,213429.37196072,150.0
44.54417662690632,-123.59238017618313,20.0,2021-04-26 15:00:00,177242.46903818296,150.0
44.56697476630157,-123.78798661312716,40.40816326530612,2021-04-26 15:02:30,203037.39298200188,150.0
44.50137398527536,-123.61284417775344,20.0,2021-04-26 15:07:30,271754.65035995265,300.0
44.42318180428407,-123.62940741334702,20.0,2021-04-26 15:10:00,122783.27745012668,150.0
44.49390951150388,-123.47714021152724,33.07692307692308,2021-04-26 15:30:00,298059.887186603,300.0
44.5298828901859,-123.48858669562364,54.48275862068967,2021-04-26 15:32:30,174510.39830384907,150.0
44.51217198684902,-123.211008869753,20.0,2021-04-26 15:40:00,106540.27235246076,300.0
44.430103275257565,-123.47628593742344,23.448275862068964,2021-04-26 15:42:30,53698.5218343878,150.0
44.521876785726505,-123.347724879554,20.0,2021-04-26 15:45:00,51595.19624643684,150.0
44.51466708028395,-123.24291544798028,20.0,2021-04-26 15:47:30,41290.97628974366,150.0
44.53115455913561,-123.40832468128534,46.92307692307693,2021-04-26 15:55:00,135462.0075753843,300.0
44.52371546991304,-123.41976942860708,20.0,2021-04-26 16:02:30,94362.92123997794,150.0
44.53573025431245,-123.32367564658512,32.30769230769231,2021-04-26 16:10:00,121683.13450590434,300.0
44.55646099554685,-123.30503316638276,34.61538461538462,2021-04-26 16:12:30,72053.66728007891,150.0
44.53384368924005,-123.54094868658365,44.61538461538462,2021-04-26 16:17:30,200169.06123722272,300.0
44.58896055333547,-123.37897725340852,20.0,2021-04-26 16:27:30,157091.83674397983,300.0
44.57968512812021,-123.3545170400036,58.62068965517241,2021-04-26 16:30:00,65804.83793191807,150.0
44.5593207613177,-123.29426065493205,20.0,2021-04-27 01:00:00,42364.06855852844,150.0
44.52896939453161,-123.48872218785849,46.15384615384616,2021-04-27 01:02:30,38038.39275075222,150.0
44.48451133097719,-123.54821450775108,53.79310344827586,2021-04-27 23:20:00,136651.1800517566,300.0
44.416170400372685,-123.7463973024313,57.93103448275861,2021-04-27 23:45:00,302415.90770460345,300.0
44.43703690980007,-123.61707674673384,20.0,2021-04-28 00:40:00,138149.49775953,300.0
44.413813836281065,-123.6153075715334,60.0,2021-04-30 17:52:30,123347.6692927994,150.0
44.41573565284078,-123.49388288219724,20.0,2021-05-01 22:12:30,55906.09605448127,300.0
44.42465573595336,-123.2617800579034,45.38461538461539,2021-06-25 04:35:00,25151.47299107472,300.0
44.41231516864643,-123.1050641966783,36.326530612244895,2021-06-25 04:47:30,18281.959842221466,150.0
44.42912766352581,-123.16566491113602,44.61538461538461,2021-06-25 04:50:00,10783.124938318088,150.0
44.40632411921839,-123.12275234980802,45.38461538461539,2021-06-25 04:52:30,13372.87661661455,150.0
44.40936192559152,-123.0217025894256,20.0,2021-06-25 05:10:00,36343.23021951092,300.0
44.53820375555064,-122.92270755953064,20.0,2021-07-30 08:12:30,41733.2660363253,300.0
44.53868630723344,-122.93727051180404,59.310344827586206,2021-07-30 08:25:00,14884.277842669631,300.0
44.59084967180417,-123.0256318960621,45.38461538461538,2021-07-30 08:27:30,5708.259123741384,150.0
44.43687878784865,-122.93870112059756,60.0,2021-08-12 18:52:30,317086.7711562669,150.0
44.552692227511166,-123.1621519743401,60.0,2021-08-12 18:55:00,429226.75473289913,150.0
44.40947124850216,-123.11581950605336,20.0,2021-08-12 19:12:30,177132.58973938873,300.0
44.46706821016242,-123.166285337823,37.14285714285714,2021-08-25 08:37:30,17377.015887443173,300.0
44.47216010774579,-123.2429408141984,49.23076923076923,2021-08-25 08:40:00,7880.025599750012,150.0
44.40740630814972,-122.98590042891612,20.0,2021-08-25 08:57:30,10628.768031208092,300.0
44.55293670349389,-123.12123649931188,44.615384615384606,2021-08-25 09:00:00,4374.041607146766,150.0
44.517154479186544,-123.2748243313702,60.0,2021-08-25 09:02:30,9100.146439215114,150.0
44.4668581072205,-123.17535171382136,45.384615384615394,2021-08-25 09:10:00,12263.836299755165,300.0
44.46872232406101,-123.23443123563932,36.326530612244895,2021-08-25 09:12:30,7111.615586320627,150.0
44.51010099839024,-123.24361185893028,51.72413793103448,2021-08-25 09:25:00,26199.749072646056,300.0
44.52930298731456,-123.28847937139052,40.40816326530613,2021-08-25 09:27:30,19132.10379555979,150.0
44.459282762792434,-123.11457283476524,20.0,2021-08-25 09:35:00,13030.308498483244,300.0
44.58124317491021,-123.33876879767192,40.0,2022-01-01 04:25:00,19827.545370791253,300.0
44.55914928317762,-123.14600041204156,20.0,2022-01-01 04:30:00,9982.943831748034,300.0
44.45339924613342,-123.05225084203563,20.0,2022-03-13 10:02:30,11251.365850744947,300.0
44.42103808015763,-123.11016378458552,46.15384615384616,2022-03-13 10:10:00,16976.156503144673,300.0
44.47802581153226,-123.1646011384468,54.48275862068965,2022-03-13 10:12:30,32863.510891608465,300.0
44.5409454651016,-123.06904917315067,44.48979591836735,2022-03-13 10:25:00,25511.172348453743,300.0
44.531142817912325,-123.0397914378536,20.0,2022-03-13 10:27:30,11694.848019183086,150.0
44.40355185065759,-122.8020811328191,20.0,2022-03-13 10:40:00,40387.972300920526,300.0
44.43702962423579,-122.98641847979138,20.0,2022-03-13 10:42:30,21080.634735313462,150.0
44.55068070529441,-123.13661202291834,34.69387755102041,2022-03-13 10:55:00,49861.39518180938,300.0
44.441443050822166,-122.93798171504002,60.0,2022-03-13 11:00:00,15273.600813564864,150.0
44.40273926097282,-122.98534204606464,43.07692307692307,2022-03-13 11:05:00,33447.08444409814,300.0
44.57365722729166,-122.79830343539696,20.0,2022-03-13 11:12:30,22909.957869323018,300.0
44.48431220730741,-123.39984412069414,33.06122448979592,2022-03-27 15:10:00,10005.495341999138,300.0
44.59188970678796,-123.22595015937576,20.0,2022-03-27 15:17:30,18943.775299769928,300.0
44.42982045430539,-123.18619461442267,31.53846153846154,2022-03-27 15:27:30,3902.4723367601855,150.0
44.43392031488622,-123.23844725413788,51.72413793103448,2022-03-27 15:42:30,9744.122289511872,300.0
44.48208018029226,-123.16914166098324,46.92307692307692,2022-05-18 04:35:00,24872.103350770343,300.0
44.51052346451664,-123.53793094934444,60.0,2022-05-18 04:40:00,32336.281809200304,300.0
44.46952016630985,-123.24463362482872,30.0,2022-05-18 04:47:30,25625.028768104345,300.0
44.56287824675909,-123.34024868476244,20.0,2022-05-18 04:52:30,9124.85428199778,150.0
44.57018079544332,-123.2913198347942,32.30769230769231,2022-05-18 05:00:00,20239.247821586618,300.0
44.50696218235746,-123.2389252836068,40.40816326530612,2022-05-18 05:02:30,11441.07073234088,150.0
44.42144233240167,-123.11526006589295,57.93103448275863,2022-05-18 05:05:00,9869.171404745532,150.0
44.57524386471566,-123.34484512618776,60.0,2022-05-18 05:17:30,22514.33904694697,300.0
44.55085803088269,-123.17406633364884,46.15384615384615,2022-08-20 18:35:00,37997.72133534776,150.0
44.54540692855405,-123.07987567725549,33.84615384615385,2022-08-27 08:22:30,20504.92188646515,300.0
44.59229529830681,-123.57933496745927,60.00000000000001,2022-08-28 06:35:00,20289.984099659978,300.0
44.57890310320989,-123.39641230473798,54.48275862068966,2022-08-28 09:37:30,21024.97239639081,300.0
44.54242109448832,-123.47122664456296,54.48275862068966,2022-08-28 09:40:00,8500.444660092317,150.0
44.58149071749836,-123.52357989104216,60.0,2022-08-28 10:20:00,26152.36981109636,300.0
44.5585357212134,-123.33185796006268,33.87755102040816,2022-08-28 10:22:30,5025.155389597596,150.0
44.542137097136646,-123.16894667349428,58.62068965517241,2022-08-28 10:32:30,12408.496284174296,300.0
44.52513308847914,-123.29427857780072,53.79310344827586,2022-08-28 11:07:30,4305.477275597912,150.0
44.59577709400426,-122.89159939885931,36.326530612244895,2022-08-28 12:40:00,10671.71583924721,300.0
44.528677815976366,-123.38803028685425,20.0,2022-08-28 15:17:30,14258.083108173498,150.0
44.57472448066986,-123.35009406553765,20.0,2022-08-28 15:20:00,16325.27455523021,150.0
44.54173486604222,-123.16383963056514,56.55172413793103,2022-08-30 08:22:30,13051.988844361653,300.0
44.4287199958885,-123.31403349458752,20.0,2022-08-30 08:25:00,8337.749528736906,150.0
44.52564990154305,-123.28903358214107,47.6923076923077,2022-08-30 08:27:30,9377.278016708691,150.0
44.43808313105242,-123.42352421047792,60.0,2022-08-30 08:32:30,23244.51703014801,300.0
44.56454410116838,-123.26632433982904,60.0,2022-08-30 08:37:30,13016.31035241796,300.0
44.45542523808925,-123.12420204450468,33.07692307692308,2022-08-30 08:40:00,9934.425965130786,150.0
44.51445017614799,-123.15770456906344,60.0,2022-08-30 08:42:30,15368.715425723338,300.0
44.55983734605782,-123.28901260734408,43.846153846153854,2022-08-30 08:45:00,15667.606518131304,300.0
44.5250339738844,-123.2930019670577,39.59183673469388,2022-08-30 08:47:30,22177.86410036114,300.0
44.47313131646759,-123.1963298135896,49.23076923076924,2022-08-30 08:55:00,20127.887060447127,300.0
44.47562906245901,-123.22821494547632,37.95918367346938,2022-08-30 08:57:30,9333.50979838355,150.0
44.43848644971419,-123.23775166277514,20.0,2022-08-30 09:10:00,18350.414010638644,300.0
44.5136782759514,-123.28955839300092,60.0,2022-08-30 09:12:30,11715.22637547176,150.0
44.4726587816041,-123.24931760237654,34.69387755102041,2022-08-30 09:17:30,22416.173320413018,300.0
44.51834373000004,-123.29014200364225,37.95918367346938,2022-08-30 09:20:00,11297.940395101426,150.0
44.42597692989658,-123.17259726948032,58.62068965517241,2022-08-30 09:37:30,23796.61189971809,300.0
44.468675161327,-123.1866879974372,38.775510204081634,2022-08-30 09:40:00,24064.60330096909,300.0
44.4844579151644,-123.34174492022362,60.0,2022-08-30 09:50:00,15453.33180022612,300.0
44.54228794212777,-123.0104719073654,29.230769230769237,2022-08-30 09:52:30,12237.735802163228,300.0
44.582395944728816,-123.27391769626736,20.0,2022-08-30 10:17:30,26713.76669857419,300.0
44.431086714146005,-123.29691173114692,60.0,2022-08-30 10:20:00,11521.606166684953,150.0
44.48994400489484,-123.1200581174762,28.27586206896552,2022-09-05 07:00:00,2428.6032283190752,150.0
44.43315636957351,-123.27596388027314,56.55172413793104,2022-09-05 07:05:00,9245.151090673922,150.0
44.54964235936418,-123.0142676707822,34.69387755102041,2022-09-05 07:07:30,6273.554160259628,150.0
44.45806924944404,-123.09927434144696,24.137931034482754,2022-09-05 07:57:30,10953.053621705909,300.0
44.58259151681467,-123.50144375492988,60.0,2022-10-10 10:02:30,69689.32740020572,150.0
