lat,lon,depth,starttime,energy,duration 
44.5,-123.59,60.0,2009-09-11 02:27:30,0.0, None 
44.5,-123.65,60.0,2009-09-11 02:30:00,0.0, None 
44.475,-123.6,42.0,2009-09-11 02:32:30,0.0, None 
44.42,-123.635,36.5,2009-09-11 02:35:00,0.0, None 
44.41,-123.535,60.0,2009-09-11 02:42:30,0.0, None 
44.48,-123.52,48.0,2009-09-11 02:47:30,0.0, None 
44.51,-123.44,30.0,2009-09-11 02:50:00,0.0, None 
44.44,-123.585,60.0,2009-09-11 02:55:00,0.0, None 
44.44,-123.44,60.0,2009-09-11 02:57:30,0.0, None 
44.53,-123.58,40.0,2009-09-11 03:00:00,0.0, None 
44.52,-123.5,60.0,2009-09-11 03:02:30,0.0, None 
44.49,-123.52,60.0,2009-09-11 03:07:30,0.0, None 
44.46,-123.685,60.0,2009-09-11 03:10:00,0.0, None 
44.48,-123.6,60.0,2009-09-11 03:12:30,0.0, None 
44.52,-123.68,55.0,2009-09-11 03:25:00,0.0, None 
44.52,-123.75,60.0,2009-09-11 03:27:30,0.0, None 
44.54,-123.485,38.0,2009-09-11 03:32:30,0.0, None 
44.41,-123.615,55.0,2009-09-11 03:35:00,0.0, None 
44.42,-123.605,54.5,2009-09-11 03:37:30,0.0, None 
44.47,-123.745,60.0,2009-09-11 03:42:30,0.0, None 
44.565,-123.605,45.0,2009-09-11 03:45:00,0.0, None 
44.55,-123.505,45.0,2009-09-11 03:47:30,0.0, None 
44.48,-123.48,60.0,2009-09-11 03:57:30,0.0, None 
44.42,-123.405,20.0,2009-09-11 04:37:30,0.0, None 
44.48,-123.37,60.0,2009-09-11 04:52:30,0.0, None 
44.58,-123.62,38.0,2009-09-11 07:40:00,0.0, None 
44.47,-123.28,52.0,2009-09-11 13:12:30,0.0, None 
44.42,-123.42,46.0,2009-09-11 18:07:30,0.0, None 
44.53,-123.42,25.0,2009-09-11 18:55:00,0.0, None 
44.54,-123.4,51.0,2009-09-11 18:57:30,0.0, None 
44.42,-123.52,25.0,2009-09-11 19:42:30,0.0, None 
44.4,-123.29,60.0,2009-09-11 20:20:00,0.0, None 
44.41,-123.66,20.0,2009-09-11 21:40:00,0.0, None 
44.42,-123.64,60.0,2009-09-11 22:47:30,0.0, None 
44.49,-123.44,20.0,2009-09-11 22:50:00,0.0, None 
44.49,-123.44,20.0,2009-09-14 14:45:00,0.0, None 
44.6,-123.8,48.0,2009-09-18 03:35:00,0.0, None 
44.41,-123.19,46.0,2009-09-18 06:25:00,0.0, None 
44.41,-123.22,20.0,2009-09-18 09:15:00,0.0, None 
44.46,-123.27,44.0,2009-09-18 12:27:30,0.0, None 
44.51,-123.48,20.0,2009-09-18 14:12:30,0.0, None 
44.495,-123.54,60.0,2009-09-18 17:40:00,0.0, None 
44.4,-123.26,54.0,2009-09-18 18:57:30,0.0, None 
44.42,-123.2,60.0,2009-09-18 22:32:30,0.0, None 
44.5,-123.24,60.0,2009-09-18 23:22:30,0.0, None 
44.5,-123.26,60.0,2009-09-18 23:25:00,0.0, None 
44.4,-123.405,20.0,2009-10-08 02:07:30,0.0, None 
44.56,-123.275,60.0,2009-10-08 02:12:30,0.0, None 
44.4,-122.3,50.0,2009-10-08 10:22:30,0.0, None 
44.41,-123.37,60.0,2009-10-08 16:17:30,0.0, None 
44.5,-123.48,25.0,2010-07-25 00:45:00,0.0, None 
44.49,-123.6,60.0,2010-07-25 04:02:30,0.0, None 
44.5,-123.6,29.0,2010-07-25 04:05:00,0.0, None 
44.43,-123.89,35.0,2010-07-25 20:22:30,0.0, None 
44.49,-123.52,60.0,2010-07-25 20:30:00,0.0, None 
44.42,-123.9,35.0,2010-07-25 20:32:30,0.0, None 
44.5,-123.655,40.0,2010-07-25 21:00:00,0.0, None 
44.415,-123.875,57.0,2010-07-25 21:15:00,0.0, None 
44.49,-123.63,20.0,2010-07-25 21:25:00,0.0, None 
44.42,-123.9,53.0,2010-07-25 21:47:30,0.0, None 
44.4,-123.9,55.0,2010-07-25 22:07:30,0.0, None 
44.43,-123.89,42.5,2010-07-25 22:22:30,0.0, None 
44.51,-123.71,60.0,2010-07-25 22:32:30,0.0, None 
44.48,-123.71,36.0,2010-07-25 22:45:00,0.0, None 
44.505,-123.735,43.5,2010-07-25 22:47:30,0.0, None 
44.51,-123.51,60.0,2010-07-25 22:50:00,0.0, None 
44.47,-123.55,42.0,2010-07-25 23:32:30,0.0, None 
44.47,-123.55,42.0,2010-07-25 23:35:00,0.0, None 
44.47,-123.55,42.0,2010-07-25 23:37:30,0.0, None 
44.41,-123.84,60.0,2010-07-25 23:42:30,0.0, None 
44.56,-123.49,60.0,2010-07-26 05:05:00,0.0, None 
44.48,-123.725,60.0,2010-07-26 05:10:00,0.0, None 
44.48,-123.68,60.0,2010-07-26 05:12:30,0.0, None 
44.5,-123.56,60.0,2010-07-26 05:15:00,0.0, None 
44.48,-123.67,60.0,2010-07-26 05:40:00,0.0, None 
44.42,-123.31,40.0,2010-07-26 05:57:30,0.0, None 
44.41,-123.32,60.0,2010-07-26 12:32:30,0.0, None 
44.47,-123.49,60.0,2010-07-26 12:42:30,0.0, None 
44.47,-123.49,60.0,2010-07-26 12:47:30,0.0, None 
44.47,-123.67,60.0,2010-07-26 12:55:00,0.0, None 
44.5,-123.505,60.0,2010-07-26 12:57:30,0.0, None 
44.405,-123.335,60.0,2010-07-26 16:07:30,0.0, None 
44.42,-123.26,60.0,2010-07-26 16:32:30,0.0, None 
44.4,-123.34,60.0,2010-07-26 18:57:30,0.0, None 
44.425,-122.58,49.5,2010-10-13 05:07:30,0.0, None 
44.43,-122.62,55.0,2010-10-13 16:05:00,0.0, None 
44.505,-122.96,30.0,2010-10-13 17:17:30,0.0, None 
44.41,-122.61,55.0,2010-10-13 17:20:00,0.0, None 
44.41,-122.62,56.0,2010-10-13 17:22:30,0.0, None 
44.41,-122.59,54.0,2010-10-13 17:25:00,0.0, None 
44.44,-122.61,54.0,2010-10-13 18:32:30,0.0, None 
44.44,-122.61,54.0,2010-10-13 18:35:00,0.0, None 
44.44,-122.605,53.0,2010-10-13 18:37:30,0.0, None 
44.5,-123.03,35.0,2010-10-13 20:05:00,0.0, None 
44.41,-122.79,25.0,2010-10-13 20:22:30,0.0, None 
44.52,-122.99,60.0,2010-10-13 20:30:00,0.0, None 
44.49,-123.09,60.0,2010-10-13 21:57:30,0.0, None 
44.4,-122.58,35.0,2011-01-26 23:32:30,0.0, None 
44.46,-123.39,50.0,2011-03-09 01:15:00,0.0, None 
44.475,-123.285,60.0,2011-03-09 02:57:30,0.0, None 
44.44,-123.2,60.0,2011-03-09 03:05:00,0.0, None 
44.4,-123.22,60.0,2011-03-09 06:35:00,0.0, None 
44.51,-123.36,20.0,2011-03-09 08:02:30,0.0, None 
44.4,-123.41,60.0,2011-03-09 10:30:00,0.0, None 
44.42,-123.28,55.0,2011-03-09 11:35:00,0.0, None 
44.4,-123.18,40.0,2011-03-09 11:37:30,0.0, None 
44.42,-123.08,60.0,2011-03-09 11:40:00,0.0, None 
44.47,-123.3,60.0,2011-03-09 23:45:00,0.0, None 
44.49,-123.28,60.0,2011-03-09 23:47:30,0.0, None 
44.52,-123.34,29.0,2011-03-13 00:00:00,0.0, None 
44.4,-123.0,35.0,2011-03-13 00:07:30,0.0, None 
44.47,-123.29,57.0,2011-03-13 00:50:00,0.0, None 
44.55,-123.275,60.0,2011-03-13 02:30:00,0.0, None 
44.42,-123.3,55.0,2011-03-13 02:42:30,0.0, None 
44.4,-123.11,41.5,2011-03-13 02:57:30,0.0, None 
44.4,-123.26,53.0,2011-03-13 05:40:00,0.0, None 
44.475,-123.29,55.0,2011-03-13 06:02:30,0.0, None 
44.48,-123.3,54.0,2011-03-13 06:05:00,0.0, None 
44.4,-123.13,26.0,2011-03-13 09:00:00,0.0, None 
44.4,-123.2,60.0,2011-03-13 12:47:30,0.0, None 
44.46,-123.26,58.0,2011-03-13 17:47:30,0.0, None 
44.43,-123.19,40.0,2011-03-13 17:50:00,0.0, None 
44.42,-123.3,55.0,2011-03-14 02:07:30,0.0, None 
44.49,-123.21,60.0,2011-03-14 03:22:30,0.0, None 
44.41,-123.14,20.0,2011-03-14 03:25:00,0.0, None 
44.41,-123.14,21.0,2011-03-14 03:27:30,0.0, None 
44.52,-123.28,20.0,2011-03-14 04:42:30,0.0, None 
44.45,-123.3,35.5,2011-03-14 04:45:00,0.0, None 
44.49,-123.24,20.0,2011-03-14 06:27:30,0.0, None 
44.46,-123.22,60.0,2011-03-14 06:50:00,0.0, None 
44.4,-123.13,27.0,2011-03-14 07:00:00,0.0, None 
44.4,-123.14,28.0,2011-03-14 07:02:30,0.0, None 
44.46,-123.29,55.5,2011-03-14 15:00:00,0.0, None 
44.48,-123.3,57.0,2011-03-14 15:02:30,0.0, None 
44.41,-123.12,20.0,2011-03-14 18:50:00,0.0, None 
44.42,-123.05,60.0,2011-03-14 19:10:00,0.0, None 
44.52,-123.315,54.0,2011-03-14 22:12:30,0.0, None 
44.51,-123.29,60.0,2011-03-14 22:15:00,0.0, None 
44.43,-123.13,60.0,2011-03-22 12:12:30,0.0, None 
44.44,-123.17,59.0,2011-03-22 15:12:30,0.0, None 
44.4,-123.16,58.0,2011-03-22 15:15:00,0.0, None 
44.5,-124.515,60.0,2011-04-25 09:52:30,0.0, None 
44.49,-124.515,60.0,2011-04-25 09:55:00,0.0, None 
44.56,-123.2,52.0,2011-05-21 07:55:00,0.0, None 
44.59,-123.23,20.0,2011-05-21 08:35:00,0.0, None 
44.57,-123.19,20.0,2011-05-21 19:57:30,0.0, None 
44.6,-123.495,20.0,2011-06-10 12:10:00,0.0, None 
44.59,-123.33,39.0,2011-06-11 01:27:30,0.0, None 
44.56,-123.29,20.5,2011-06-11 03:42:30,0.0, None 
44.6,-123.56,54.5,2011-06-11 07:10:00,0.0, None 
44.5,-123.345,48.0,2011-06-11 08:37:30,0.0, None 
44.51,-123.365,60.0,2011-06-11 08:42:30,0.0, None 
44.54,-123.51,60.0,2011-06-11 10:35:00,0.0, None 
44.59,-123.71,59.0,2011-06-11 12:05:00,0.0, None 
44.58,-123.58,60.0,2011-06-11 13:20:00,0.0, None 
44.59,-123.28,20.0,2011-06-11 13:22:30,0.0, None 
44.52,-123.31,41.0,2011-06-11 13:32:30,0.0, None 
44.59,-123.36,20.0,2011-06-11 17:35:00,0.0, None 
44.55,-123.43,60.0,2011-06-11 17:42:30,0.0, None 
44.53,-123.42,20.0,2011-06-11 17:52:30,0.0, None 
44.46,-123.37,46.0,2011-06-11 18:07:30,0.0, None 
44.58,-123.47,44.0,2011-06-11 18:42:30,0.0, None 
44.565,-123.46,50.0,2011-06-11 18:50:00,0.0, None 
44.515,-123.5,49.0,2011-06-11 19:20:00,0.0, None 
44.59,-123.29,60.0,2011-06-11 20:17:30,0.0, None 
44.568000000000005,-123.32,50.0,2011-06-11 20:42:30,0.0, None 
44.53,-123.37,60.0,2011-06-11 20:45:00,0.0, None 
44.49,-123.55,60.0,2011-06-11 21:25:00,0.0, None 
44.58,-123.47,60.0,2011-06-11 23:35:00,0.0, None 
44.435,-123.225,58.0,2011-06-12 00:12:30,0.0, None 
44.6,-123.515,40.0,2011-06-12 00:20:00,0.0, None 
44.495,-123.4,46.0,2011-06-12 00:45:00,0.0, None 
44.585,-123.42,60.0,2011-06-12 00:52:30,0.0, None 
44.44,-123.41,59.0,2011-06-12 01:20:00,0.0, None 
44.44,-123.495,60.0,2011-06-12 01:22:30,0.0, None 
44.465,-123.55,60.0,2011-06-12 01:25:00,0.0, None 
44.6,-123.675,26.0,2011-06-12 01:32:30,0.0, None 
44.6,-123.61,38.0,2011-06-12 01:35:00,0.0, None 
44.49,-123.54,60.0,2011-06-12 01:50:00,0.0, None 
44.53,-123.507,44.2,2011-06-12 02:05:00,0.0, None 
44.49,-123.57,52.0,2011-06-12 02:25:00,0.0, None 
44.5,-123.51,43.0,2011-06-12 02:27:30,0.0, None 
44.475,-123.47,60.0,2011-06-12 02:30:00,0.0, None 
44.49,-123.365,50.0,2011-06-12 02:32:30,0.0, None 
44.572,-123.48,20.5,2011-06-12 02:40:00,0.0, None 
44.59,-123.64,60.0,2011-06-12 02:57:30,0.0, None 
44.545,-123.68,60.0,2011-06-12 03:00:00,0.0, None 
44.59,-123.37,33.0,2011-06-12 03:25:00,0.0, None 
44.5,-123.52,24.0,2011-06-12 03:40:00,0.0, None 
44.49,-123.52,25.0,2011-06-12 03:42:30,0.0, None 
44.475,-123.635,60.0,2011-06-12 03:45:00,0.0, None 
44.445,-123.485,60.0,2011-06-12 03:47:30,0.0, None 
44.535,-123.558,60.0,2011-06-12 03:50:00,0.0, None 
44.51,-123.59,20.0,2011-06-12 03:52:30,0.0, None 
44.58,-123.442,60.0,2011-06-12 03:55:00,0.0, None 
44.6,-123.725,58.0,2011-06-12 04:20:00,0.0, None 
44.49,-123.5,60.0,2011-06-12 04:30:00,0.0, None 
44.593,-123.49,60.0,2011-06-12 04:50:00,0.0, None 
44.49,-123.52,20.0,2011-06-12 05:02:30,0.0, None 
44.465,-123.5,20.0,2011-06-12 05:05:00,0.0, None 
44.42,-123.345,60.0,2011-06-12 05:32:30,0.0, None 
44.445,-123.305,60.0,2011-06-12 05:35:00,0.0, None 
44.6,-123.52,39.0,2011-06-12 05:37:30,0.0, None 
44.4,-123.24,20.0,2011-06-12 05:50:00,0.0, None 
44.55,-123.56,60.0,2011-06-12 05:57:30,0.0, None 
44.48,-123.475,24.0,2011-06-12 06:00:00,0.0, None 
44.5,-123.465,30.0,2011-06-12 06:02:30,0.0, None 
44.5,-123.47,31.0,2011-06-12 06:05:00,0.0, None 
44.52,-123.42,29.0,2011-06-12 06:07:30,0.0, None 
44.51,-123.395,60.0,2011-06-12 06:10:00,0.0, None 
44.51,-123.45,60.0,2011-06-12 06:12:30,0.0, None 
44.52,-123.48,60.0,2011-06-12 06:15:00,0.0, None 
44.585,-123.52,46.5,2011-06-12 06:17:30,0.0, None 
44.56,-123.5,60.0,2011-06-12 06:20:00,0.0, None 
44.59,-123.498,60.0,2011-06-12 06:22:30,0.0, None 
44.595,-123.535,32.0,2011-06-12 06:25:00,0.0, None 
44.485,-123.745,34.0,2011-06-12 06:50:00,0.0, None 
44.578,-123.65,60.0,2011-06-12 06:57:30,0.0, None 
44.51,-123.525,60.0,2011-06-12 07:00:00,0.0, None 
44.535,-123.528,49.2,2011-06-12 07:02:30,0.0, None 
44.52,-123.53,26.0,2011-06-12 07:05:00,0.0, None 
44.47,-123.755,60.0,2011-06-12 07:12:30,0.0, None 
44.53,-123.71,20.0,2011-06-12 07:15:00,0.0, None 
44.51,-123.685,20.0,2011-06-12 07:17:30,0.0, None 
44.43,-123.74,20.0,2011-06-12 07:20:00,0.0, None 
44.59,-123.575,48.0,2011-06-12 07:22:30,0.0, None 
44.5,-123.49,37.0,2011-06-12 07:27:30,0.0, None 
44.52,-123.525,29.0,2011-06-12 07:30:00,0.0, None 
44.41,-123.55,40.0,2011-06-12 07:37:30,0.0, None 
44.59,-123.58,60.0,2011-06-12 07:45:00,0.0, None 
44.6,-123.53,27.0,2011-06-12 07:47:30,0.0, None 
44.49,-123.29,23.0,2011-06-12 07:50:00,0.0, None 
44.49,-123.67,47.0,2011-06-12 07:55:00,0.0, None 
44.48,-123.69,60.0,2011-06-12 07:57:30,0.0, None 
44.56,-123.59,20.0,2011-06-12 08:02:30,0.0, None 
44.52,-123.53,20.0,2011-06-12 08:15:00,0.0, None 
44.51,-123.46,20.0,2011-06-12 08:37:30,0.0, None 
44.53,-123.42,20.0,2011-06-12 08:40:00,0.0, None 
44.555,-123.54,20.0,2011-06-12 08:42:30,0.0, None 
44.43,-123.265,38.0,2011-06-12 08:47:30,0.0, None 
44.6,-123.4,20.0,2011-06-12 08:50:00,0.0, None 
44.5,-123.605,42.0,2011-06-12 09:05:00,0.0, None 
44.557,-123.585,60.0,2011-06-12 09:07:30,0.0, None 
44.5,-123.65,20.0,2011-06-12 09:17:30,0.0, None 
44.45,-123.63,48.0,2011-06-12 09:30:00,0.0, None 
44.43,-123.68,55.0,2011-06-12 09:32:30,0.0, None 
44.59,-123.7,51.5,2011-06-12 09:35:00,0.0, None 
44.595,-123.615,25.0,2011-06-12 09:37:30,0.0, None 
44.415,-123.4,60.0,2011-06-12 09:57:30,0.0, None 
44.53,-123.615,20.0,2011-06-12 10:15:00,0.0, None 
44.53,-123.58,20.0,2011-06-12 10:17:30,0.0, None 
44.555,-123.62,60.0,2011-06-12 10:20:00,0.0, None 
44.47,-123.47,60.0,2011-06-12 10:25:00,0.0, None 
44.47,-123.49,28.0,2011-06-12 10:27:30,0.0, None 
44.49,-123.54,26.0,2011-06-12 10:30:00,0.0, None 
44.425,-123.47,20.0,2011-06-12 10:52:30,0.0, None 
44.59,-123.655,60.0,2011-06-12 10:55:00,0.0, None 
44.6,-123.705,60.0,2011-06-12 11:12:30,0.0, None 
44.475,-123.7,60.0,2011-06-12 11:27:30,0.0, None 
44.51,-123.71,20.0,2011-06-12 11:32:30,0.0, None 
44.41,-123.54,20.0,2011-06-12 11:35:00,0.0, None 
44.47,-123.44,60.0,2011-06-12 13:15:00,0.0, None 
44.4,-123.51,20.0,2011-06-12 13:45:00,0.0, None 
44.53,-123.73,60.0,2011-06-12 14:32:30,0.0, None 
44.58,-123.705,54.0,2011-06-12 14:35:00,0.0, None 
44.55,-123.78,60.0,2011-06-12 14:57:30,0.0, None 
44.51,-123.35,20.0,2011-06-12 15:10:00,0.0, None 
44.6,-123.64,20.0,2011-06-12 15:12:30,0.0, None 
44.41,-123.54,37.0,2011-06-12 16:00:00,0.0, None 
44.41,-123.695,41.5,2011-06-12 16:02:30,0.0, None 
44.5,-123.54,60.0,2011-06-12 16:10:00,0.0, None 
44.42,-123.5,20.0,2011-06-12 16:12:30,0.0, None 
44.45,-123.335,44.0,2011-06-12 16:17:30,0.0, None 
44.4,-123.47,20.0,2011-06-12 16:22:30,0.0, None 
44.49,-123.5,29.5,2011-06-12 16:25:00,0.0, None 
44.5,-123.55,34.0,2011-06-12 16:27:30,0.0, None 
44.465,-123.51,40.0,2011-06-12 16:30:00,0.0, None 
44.465,-123.56,47.5,2011-06-12 16:32:30,0.0, None 
44.48,-123.6,49.0,2011-06-12 16:35:00,0.0, None 
44.47,-123.59,36.5,2011-06-12 16:37:30,0.0, None 
44.5,-123.54,27.0,2011-06-12 16:45:00,0.0, None 
44.5,-123.51,23.0,2011-06-12 16:47:30,0.0, None 
44.6,-123.63,20.0,2011-06-12 16:52:30,0.0, None 
44.51,-123.63,26.0,2011-06-12 16:55:00,0.0, None 
44.51,-123.67,60.0,2011-06-12 16:57:30,0.0, None 
44.545,-123.63,60.0,2011-06-12 17:12:30,0.0, None 
44.52,-123.48,60.0,2011-06-12 17:15:00,0.0, None 
44.57,-123.69,36.0,2011-06-12 17:20:00,0.0, None 
44.593,-123.608,60.0,2011-06-12 17:22:30,0.0, None 
44.57,-123.75,28.0,2011-06-12 17:27:30,0.0, None 
44.58,-123.5,27.5,2011-06-12 17:35:00,0.0, None 
44.505,-123.44,29.5,2011-06-12 17:42:30,0.0, None 
44.475,-123.62,20.0,2011-06-12 19:52:30,0.0, None 
44.48,-123.64,25.0,2011-06-12 20:25:00,0.0, None 
44.53,-123.76,60.0,2011-06-12 20:27:30,0.0, None 
44.59,-123.34,60.0,2011-06-12 20:52:30,0.0, None 
44.48,-123.71,60.0,2011-06-12 21:10:00,0.0, None 
44.59,-123.435,23.0,2011-06-12 21:20:00,0.0, None 
44.54,-123.435,60.0,2011-06-12 21:27:30,0.0, None 
44.49,-123.5,32.0,2011-06-12 21:30:00,0.0, None 
44.48,-123.38,28.0,2011-06-12 21:47:30,0.0, None 
44.582,-123.638,41.5,2011-06-12 22:12:30,0.0, None 
44.47,-123.52,30.0,2011-06-13 00:45:00,0.0, None 
44.42,-123.63,33.0,2011-06-13 01:10:00,0.0, None 
44.535,-123.69,50.0,2011-06-13 01:12:30,0.0, None 
44.51,-123.53,30.0,2011-06-13 03:20:00,0.0, None 
44.51,-123.65,24.0,2011-06-13 05:25:00,0.0, None 
44.55,-123.51,60.0,2011-06-13 05:30:00,0.0, None 
44.405,-123.53,53.0,2011-06-13 05:32:30,0.0, None 
44.4,-123.56,45.0,2011-06-13 05:35:00,0.0, None 
44.52,-123.69,25.0,2011-06-13 05:37:30,0.0, None 
44.49,-123.56,45.0,2011-06-13 05:42:30,0.0, None 
44.5,-123.53,20.0,2011-06-13 05:45:00,0.0, None 
44.515,-123.415,26.0,2011-06-13 06:40:00,0.0, None 
44.52,-123.36,42.0,2011-06-13 06:42:30,0.0, None 
44.52,-123.45,32.0,2011-06-13 06:47:30,0.0, None 
44.55,-123.37,60.0,2011-06-13 06:57:30,0.0, None 
44.49,-123.69,20.0,2011-06-13 07:20:00,0.0, None 
44.44,-123.49,60.0,2011-06-13 07:22:30,0.0, None 
44.44,-123.5,30.0,2011-06-13 07:25:00,0.0, None 
44.57,-123.43,49.0,2011-06-13 07:30:00,0.0, None 
44.49,-123.585,20.0,2011-06-13 07:42:30,0.0, None 
44.55,-123.52,28.0,2011-06-13 08:00:00,0.0, None 
44.59,-123.665,60.0,2011-06-13 08:17:30,0.0, None 
44.4,-123.43,42.0,2011-06-13 08:20:00,0.0, None 
44.4,-123.51,20.0,2011-06-13 08:22:30,0.0, None 
44.46,-123.535,46.5,2011-06-13 08:30:00,0.0, None 
44.585,-123.36,20.0,2011-06-13 08:47:30,0.0, None 
44.555,-123.648,43.5,2011-06-13 08:50:00,0.0, None 
44.562,-123.442,49.5,2011-06-13 08:52:30,0.0, None 
44.59,-123.5,28.0,2011-06-13 09:25:00,0.0, None 
44.51,-123.41,54.0,2011-06-13 09:27:30,0.0, None 
44.59,-123.62,60.0,2011-06-13 09:45:00,0.0, None 
44.55,-123.7,60.0,2011-06-13 10:02:30,0.0, None 
44.52,-123.66,20.0,2011-06-13 10:25:00,0.0, None 
44.53,-123.65,40.0,2011-06-13 10:27:30,0.0, None 
44.57,-123.59,60.0,2011-06-13 11:27:30,0.0, None 
44.532,-123.595,60.0,2011-06-13 11:30:00,0.0, None 
44.51,-123.53,20.0,2011-06-13 12:15:00,0.0, None 
44.465,-123.55,20.0,2011-06-13 12:17:30,0.0, None 
44.455,-123.52,20.0,2011-06-13 12:20:00,0.0, None 
44.44,-123.74,59.0,2011-06-13 14:22:30,0.0, None 
44.43,-123.57,60.0,2011-06-13 14:57:30,0.0, None 
44.57,-123.71,60.0,2011-06-13 15:07:30,0.0, None 
44.59,-123.7,27.0,2011-06-13 15:55:00,0.0, None 
44.41,-123.655,38.5,2011-06-13 22:22:30,0.0, None 
44.4,-123.705,37.5,2011-06-13 22:25:00,0.0, None 
44.5,-123.67,20.0,2011-06-13 22:30:00,0.0, None 
44.44,-123.52,60.0,2011-06-13 22:32:30,0.0, None 
44.4,-123.54,53.0,2011-06-13 22:35:00,0.0, None 
44.415,-123.465,35.5,2011-06-13 22:50:00,0.0, None 
44.41,-123.46,20.0,2011-06-13 22:52:30,0.0, None 
44.6,-123.46,54.0,2011-06-14 03:00:00,0.0, None 
44.56,-123.65,60.0,2011-06-14 04:57:30,0.0, None 
44.6,-123.61,54.0,2011-06-14 05:57:30,0.0, None 
44.4,-123.74,40.0,2011-06-14 07:02:30,0.0, None 
44.485,-123.62,22.5,2011-06-14 07:32:30,0.0, None 
44.53,-123.55,40.0,2011-06-14 07:50:00,0.0, None 
44.51,-123.54,29.5,2011-06-14 07:52:30,0.0, None 
44.4,-123.49,60.0,2011-06-14 08:57:30,0.0, None 
44.595,-123.59,20.0,2011-06-14 09:20:00,0.0, None 
44.4,-123.72,38.5,2011-06-14 09:25:00,0.0, None 
44.48,-123.65,20.0,2011-06-14 09:35:00,0.0, None 
44.48,-123.61,27.0,2011-06-14 09:42:30,0.0, None 
44.58,-123.48,55.0,2011-06-14 09:47:30,0.0, None 
44.578,-123.635,20.0,2011-06-14 09:52:30,0.0, None 
44.57,-123.615,27.5,2011-06-14 09:55:00,0.0, None 
44.445,-123.68,32.5,2011-06-14 10:00:00,0.0, None 
44.57,-123.585,53.0,2011-06-14 10:02:30,0.0, None 
44.58,-123.355,60.0,2011-06-14 10:05:00,0.0, None 
44.42,-123.475,20.0,2011-06-14 10:07:30,0.0, None 
44.48,-123.5,26.0,2011-06-14 10:10:00,0.0, None 
44.47,-123.58,54.0,2011-06-14 10:12:30,0.0, None 
44.435,-123.715,42.0,2011-06-14 10:15:00,0.0, None 
44.585,-123.565,50.0,2011-06-14 10:25:00,0.0, None 
44.53,-123.52,44.0,2011-06-14 10:27:30,0.0, None 
44.55,-123.5,60.0,2011-06-14 10:35:00,0.0, None 
44.49,-123.49,47.0,2011-06-14 10:37:30,0.0, None 
44.49,-123.5,47.5,2011-06-14 10:40:00,0.0, None 
44.46,-123.47,60.0,2011-06-14 10:42:30,0.0, None 
44.43,-123.5,31.5,2011-06-14 10:45:00,0.0, None 
44.51,-123.5,20.0,2011-06-14 10:50:00,0.0, None 
44.51,-123.39,20.0,2011-06-14 10:52:30,0.0, None 
44.46,-123.52,20.0,2011-06-14 10:55:00,0.0, None 
44.41,-123.565,20.0,2011-06-14 11:00:00,0.0, None 
44.4,-123.49,20.0,2011-06-14 11:40:00,0.0, None 
44.49,-123.53,38.5,2011-06-14 11:55:00,0.0, None 
44.532,-123.6,60.0,2011-06-14 11:57:30,0.0, None 
44.51,-123.28,42.5,2011-06-14 12:00:00,0.0, None 
44.5,-123.28,46.0,2011-06-14 12:02:30,0.0, None 
44.56,-123.37,47.0,2011-06-14 12:05:00,0.0, None 
44.48,-123.28,20.0,2011-06-14 12:42:30,0.0, None 
44.53,-123.4,25.0,2011-06-14 12:45:00,0.0, None 
44.475,-123.305,36.5,2011-06-14 12:52:30,0.0, None 
44.57,-123.38,60.0,2011-06-14 12:55:00,0.0, None 
44.53,-123.31,60.0,2011-06-14 13:00:00,0.0, None 
44.53,-123.72,20.0,2011-06-15 02:00:00,0.0, None 
44.4,-123.53,52.0,2011-06-15 05:52:30,0.0, None 
44.42,-123.605,48.0,2011-06-15 05:55:00,0.0, None 
44.45,-123.51,60.0,2011-06-15 10:25:00,0.0, None 
44.52,-123.72,55.0,2011-06-15 11:57:30,0.0, None 
44.42,-123.49,49.0,2011-06-15 12:47:30,0.0, None 
44.41,-123.61,48.0,2011-06-15 13:10:00,0.0, None 
44.48,-123.74,57.0,2011-06-15 13:32:30,0.0, None 
44.51,-123.7,20.0,2011-06-15 13:45:00,0.0, None 
44.51,-123.73,60.0,2011-06-15 13:47:30,0.0, None 
44.44,-123.68,46.0,2011-06-15 13:50:00,0.0, None 
44.48,-123.68,33.0,2011-06-15 14:00:00,0.0, None 
44.49,-123.715,36.5,2011-06-15 14:02:30,0.0, None 
44.41,-123.44,20.0,2011-06-15 23:42:30,0.0, None 
44.48,-123.59,60.0,2011-06-16 10:42:30,0.0, None 
44.48,-123.61,60.0,2011-06-16 10:45:00,0.0, None 
44.5,-123.6,54.0,2011-06-16 12:55:00,0.0, None 
44.4,-122.88,60.0,2011-08-21 02:50:00,0.0, None 
44.525,-123.25,60.0,2011-11-29 15:27:30,0.0, None 
44.52,-123.15,60.0,2011-11-29 15:37:30,0.0, None 
44.53,-123.15,60.0,2011-11-29 15:40:00,0.0, None 
44.545,-123.21,60.0,2011-11-29 15:42:30,0.0, None 
44.49,-123.385,60.0,2011-11-29 15:45:00,0.0, None 
44.49,-123.29,60.0,2011-11-29 15:47:30,0.0, None 
44.5,-123.4,60.0,2011-11-29 15:50:00,0.0, None 
44.4,-123.32,60.0,2011-11-29 16:02:30,0.0, None 
44.48,-123.415,60.0,2011-11-29 16:05:00,0.0, None 
